DATE,JURISDICTION,LOCATION,AGE_GROUP,METRIC,BEST_DETECTION_METHOD,DETECTION_METHOD,AMPHETAMINE,CANNABIS,COCAINE,ECSTASY,METHYLAMPHETAMINE,OTHER,OTHER2,COUNT,FINES,ARRESTS,CHARGES
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,30,16,0,14
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,2,2,0,0
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,3,3,0,0
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,8,2,0,6
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,1,0,0,1
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,6,4,0,2
1/1/2024,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,4,2,0,2
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,39,19,0,20
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,3,2,0,1
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,3,3,0,0
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,42,11,0,31
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,Yes,No,No,No,2,1,0,1
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,28,3,0,25
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,2,1,0,1
1/1/2024,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,1,0,0,1
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,34,17,0,17
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,31,8,0,23
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,28,9,0,19
1/1/2024,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,Yes,No,No,No,2,0,0,2
1/1/2024,NSW,Inner Regional Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,1,0,0
1/1/2024,NSW,Inner Regional Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,6,2,0,4
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,28,13,0,15
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,6,1,0,5
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,10,2,0,8
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,4,1,0,3
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,10,8,0,2
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,23,11,0,12
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,4,1,0,3
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,3,0,0,3
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,53,13,0,40
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,Yes,No,No,No,3,1,0,2
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,4,1,0,3
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,21,2,0,19
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,3,0,0,3
1/1/2024,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,3,1,0,2
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,9,3,0,6
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,47,11,0,36
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,2,0,0,2
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,27,7,0,20
1/1/2024,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,0,0,1
1/1/2024,NSW,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,2,2,0,0
1/1/2024,NSW,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,1,0,0,1
1/1/2024,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,1,1,0,0
1/1/2024,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,7,5,0,2
1/1/2024,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,7,1,0,6
1/1/2024,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,1,0,0
1/1/2024,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,6,4,0,2
1/1/2024,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,1,0,0,1
1/1/2024,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,9,2,0,7
1/1/2024,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,4,3,0,1
1/1/2024,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,1,1,0,0
1/1/2024,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,10,3,0,7
1/1/2024,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,8,3,0,5
1/1/2024,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,9,1,0,8
1/1/2024,NSW,Outer Regional Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,1,0,0
1/1/2024,NSW,Remote Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,2,0,0,2
1/1/2024,NSW,Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,0,0,1
1/1/2024,NSW,Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/1/2024,NSW,Remote Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,2,0,0,2
1/1/2024,NSW,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,2,2,0,0
1/1/2024,NSW,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,1,1,0,0
1/1/2024,NSW,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,1,0,0,1
1/1/2024,NSW,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/1/2024,NT,Unknown,0-16,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,No,No,No,Yes,8,0,5,8
1/1/2024,NT,Unknown,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,No,No,No,Yes,30,11,1,19
1/1/2024,NT,Unknown,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,No,No,No,Yes,80,18,9,62
1/1/2024,NT,Unknown,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,No,No,No,Yes,35,15,5,20
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,0,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,10,0,0,0
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,0,4,0,3
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,Yes,No,No,9,7,0,3
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,1,0,0
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,28,27,0,3
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,Yes,No,No,6,0,0,2
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,1,0,0,0
1/1/2024,SA,Unknown,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,19,0,0,0
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,1,20,7,22
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,Yes,No,No,66,63,1,17
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,1,0,0
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,Yes,No,No,3,0,0,0
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,37,34,0,12
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,Yes,No,No,24,0,0,8
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,13,0,0,0
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,1,27,4,32
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,Yes,No,No,128,77,1,43
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,Yes,No,No,2,0,0,1
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,45,35,0,8
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,Yes,No,No,29,0,0,5
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,Yes,No,No,1,0,0,0
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,No,3,0,0,0
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,1,1,0,3
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,Yes,No,No,2,0,0,0
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,Yes,No,No,0,0,0,0
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,8,6,1,1
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,Yes,No,No,1,0,0,1
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,0,0,0,0
1/1/2024,SA,Unknown,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,Yes,No,No,0,0,0,0
1/1/2024,VIC,Inner Regional Australia,0-16,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,1,0,0,0
1/1/2024,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,5,0,0,0
1/1/2024,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,12,0,0,0
1/1/2024,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,2,0,0,0
1/1/2024,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,3,0,0,0
1/1/2024,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,1,0,0,0
1/1/2024,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,20,0,0,0
1/1/2024,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,1,0,0,0
1/1/2024,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,43,0,0,0
1/1/2024,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,4,0,0,0
1/1/2024,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,12,0,0,0
1/1/2024,VIC,Inner Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,22,0,0,0
1/1/2024,VIC,Inner Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,53,0,0,0
1/1/2024,VIC,Inner Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,1,0,0,0
1/1/2024,VIC,Inner Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,22,0,0,0
1/1/2024,VIC,Inner Regional Australia,65 and over,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,1,0,0,0
1/1/2024,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,2,0,0,0
1/1/2024,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,19,0,0,0
1/1/2024,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,4,0,0,0
1/1/2024,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,12,0,0,0
1/1/2024,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,1,0,0,0
1/1/2024,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,5,0,0,0
1/1/2024,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,4,0,0,0
1/1/2024,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,48,0,0,0
1/1/2024,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,2,0,0,0
1/1/2024,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,133,0,0,0
1/1/2024,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,3,0,0,0
1/1/2024,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,17,0,0,0
1/1/2024,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,Yes,No,No,No,2,0,0,0
1/1/2024,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,27,0,0,0
1/1/2024,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,122,0,0,0
1/1/2024,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,6,0,0,0
1/1/2024,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,41,0,0,0
1/1/2024,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,Yes,No,No,No,2,0,0,0
1/1/2024,VIC,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,2,0,0,0
1/1/2024,VIC,Outer Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,2,0,0,0
1/1/2024,VIC,Outer Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,3,0,0,0
1/1/2024,VIC,Outer Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,3,0,0,0
