DATE,JURISDICTION,LOCATION,AGE_GROUP,METRIC,BEST_DETECTION_METHOD,DETECTION_METHOD,AMPHETAMINE,CANNABIS,COCAINE,ECSTASY,METHYLAMPHETAMINE,OTHER,OTHER2,COUNT,FINES,ARRESTS,CHARGES
1/7/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,1,0,0,1
1/7/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,97,28,0,69
1/7/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,6,2,0,4
1/7/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,51,7,0,44
1/7/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,3,0,0,3
1/7/2023,NSW,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,2,2,0,0
1/7/2023,NSW,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,2,0,0,2
1/7/2023,NSW,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,2,0,0,2
1/7/2023,NSW,Outer Regional Australia,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,3,2,0,1
1/7/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,1,0,0
1/7/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,9,2,0,7
1/7/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,3,3,0,0
1/7/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,1,1,0,0
1/7/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,3,0,0,3
1/7/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,4,0,0,4
1/7/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,2,1,0,1
1/7/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,1,1,0,0
1/7/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,23,10,0,13
1/7/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,27,5,0,22
1/7/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,10,4,0,6
1/7/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,1,0,0,1
1/7/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,2,2,0,0
1/7/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,14,7,0,7
1/7/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,28,10,0,18
1/7/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,23,7,0,16
1/7/2023,NSW,Outer Regional Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,0,0,1
1/7/2023,NSW,Outer Regional Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,2,1,0,1
1/7/2023,NSW,Remote Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,2,1,0,1
1/7/2023,NSW,Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,3,2,0,1
1/7/2023,NSW,Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,5,0,0,5
1/7/2023,NSW,Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,1,0,0,1
1/7/2023,NSW,Remote Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,5,2,0,3
1/7/2023,NSW,Remote Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,3,1,0,2
1/7/2023,NSW,Remote Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,5,1,0,4
1/7/2023,NSW,Remote Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,1,1,0,0
1/7/2023,NSW,Very Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/7/2023,NT,Unknown,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,22,22,0,0
1/7/2023,NT,Unknown,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,20,20,0,0
1/7/2023,NT,Unknown,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,21,21,0,0
1/7/2023,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,9,0,0,0
1/7/2023,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,6,0,0,0
1/7/2023,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,1,0,0,0
1/7/2023,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,3,0,0,0
1/7/2023,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,17,0,0,0
1/7/2023,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,42,0,0,0
1/7/2023,VIC,Inner Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,9,0,0,0
1/7/2023,VIC,Inner Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,16,0,0,0
1/7/2023,VIC,Inner Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,31,0,0,0
1/7/2023,VIC,Inner Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,20,0,0,0
1/7/2023,VIC,Inner Regional Australia,65 and over,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,1,0,0,0
1/7/2023,VIC,Inner Regional Australia,65 and over,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,1,0,0,0
1/7/2023,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,3,0,0,0
1/7/2023,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,36,0,0,0
1/7/2023,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,4,0,0,0
1/7/2023,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,15,0,0,0
1/7/2023,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,9,0,0,0
1/7/2023,VIC,Major Cities of Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,3,0,0,0
1/7/2023,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,35,0,0,0
1/7/2023,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,150,0,0,0
1/7/2023,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,2,0,0,0
1/7/2023,VIC,Major Cities of Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,38,0,0,0
1/7/2023,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,No,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,22,0,0,0
1/7/2023,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,165,0,0,0
1/7/2023,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,2,0,0,0
1/7/2023,VIC,Major Cities of Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,43,0,0,0
1/7/2023,VIC,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,4,0,0,0
1/7/2023,VIC,Major Cities of Australia,65 and over,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,2,0,0,0
1/7/2023,VIC,Outer Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,5,0,0,0
1/7/2023,VIC,Outer Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Outer Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,4,0,0,0
1/7/2023,VIC,Outer Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,8,0,0,0
1/7/2023,VIC,Outer Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,Yes,No,No,No,1,0,0,0
1/7/2023,VIC,Outer Regional Australia,26-39,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,5,0,0,0
1/7/2023,VIC,Outer Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,2,0,0,0
1/7/2023,VIC,Outer Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,No,No,No,No,No,No,5,0,0,0
1/7/2023,VIC,Outer Regional Australia,40-64,positive_drug_tests,Yes,Indicator (Stage 1),Yes,Yes,No,No,No,No,No,6,0,0,0
1/8/2023,ACT,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,2,0,0,2
1/8/2023,ACT,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,0,0,1
1/8/2023,ACT,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/8/2023,ACT,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/8/2023,ACT,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,Yes,No,1,0,0,1
1/8/2023,ACT,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,2,0,1,2
1/8/2023,ACT,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,3,0,2,3
1/8/2023,ACT,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,1,0,0
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,1,1,0,0
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,43,24,0,19
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,2,1,0,1
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,Yes,No,No,No,1,1,0,0
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,16,5,0,11
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,1,1,0,0
1/8/2023,NSW,Inner Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,4,0,0,4
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,2,0,0,2
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,39,21,0,18
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,2,0,0,2
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,56,9,0,47
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,2,1,0,1
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,32,6,0,26
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,Yes,No,No,No,3,0,0,3
1/8/2023,NSW,Inner Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,2,0,0,2
1/8/2023,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,39,18,0,21
1/8/2023,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,43,12,0,31
1/8/2023,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,32,7,0,25
1/8/2023,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,Yes,No,No,No,2,2,0,0
1/8/2023,NSW,Inner Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,1,0,0,1
1/8/2023,NSW,Inner Regional Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,2,1,0,1
1/8/2023,NSW,Inner Regional Australia,65 and over,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,4,0,0,4
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,46,25,0,21
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,5,1,0,4
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,4,3,0,1
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,5,0,0,5
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,4,1,0,3
1/8/2023,NSW,Major Cities of Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,3,0,0,3
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,14,4,0,10
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,42,22,0,20
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,13,3,0,10
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,59,12,0,47
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,5,2,0,3
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,28,6,0,22
1/8/2023,NSW,Major Cities of Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,1,1,0,0
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,2,0,0,2
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,2,1,0,1
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,27,11,0,16
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,Yes,No,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,68,9,0,59
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,2,1,0,1
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,36,11,0,25
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Major Cities of Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,No,No,No,No,1,0,0,1
1/8/2023,NSW,Outer Regional Australia,0-16,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,1,0,0,1
1/8/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,Yes,No,No,No,1,1,0,0
1/8/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,1,1,0,0
1/8/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,4,3,0,1
1/8/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,Yes,No,No,No,1,0,0,1
1/8/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,3,1,0,2
1/8/2023,NSW,Outer Regional Australia,17-25,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,2,2,0,0
1/8/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,No,No,No,No,Yes,2,0,0,2
1/8/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,1,1,0,0
1/8/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,8,4,0,4
1/8/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,11,0,0,11
1/8/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,Yes,No,No,No,No,1,0,0,1
1/8/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,2,2,0,0
1/8/2023,NSW,Outer Regional Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,Yes,Yes,No,No,No,1,1,0,0
1/8/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,No,Yes,No,No,No,No,2,2,0,0
1/8/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,6,5,0,1
1/8/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,10,0,0,10
1/8/2023,NSW,Outer Regional Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,4,1,0,3
1/8/2023,NSW,Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,2,0,0,2
1/8/2023,NSW,Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,1,1,0,0
1/8/2023,NSW,Remote Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,No,No,No,No,No,No,1,0,0,1
1/8/2023,NSW,Remote Australia,40-64,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),Yes,Yes,No,No,No,No,No,1,0,0,1
1/8/2023,NSW,Very Remote Australia,26-39,positive_drug_tests,Yes,Laboratory or Toxicology (Stage 3),No,Yes,No,No,No,No,No,1,1,0,0
1/8/2023,NT,Unknown,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,14,14,0,0
1/8/2023,NT,Unknown,26-39,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,14,14,0,0
1/8/2023,NT,Unknown,40-64,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,11,11,0,0
1/8/2023,NT,Unknown,65 and over,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,1,1,0,0
1/8/2023,VIC,Inner Regional Australia,17-25,positive_drug_tests,Yes,Indicator (Stage 1),No,Yes,No,No,No,No,No,13,0,0,0
